BuildingType,Latitude,Longitude,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus
NonResidential,47.56018,-122.38716,1924,1,0,22180,22180,0,Other - Mall,,226.7,224.9,5028416,4987237,444.8,442.8,767892,2620046,23672,2367191,0,132.7,6,Compliant
Multifamily LR (1-4),47.56001,-122.38856,2007,4,0,28560,22960,5600,Multifamily Housing,,47.3,45.8,833716,807235,76.8,75.2,80019,273025,5342,534210,0,29.1,1.3,Compliant
Multifamily LR (1-4),47.60109,-122.30551,1980,3,0,52166,52166,0,Multifamily Housing,60,30.2,29.1,1312541,1266564,84.5,81.5,371209,1266564,0,0,0,3.4,0.1,Compliant
SPS-District K-12,47.58547,-122.3151,1971,1,0,51704,51704,0,K-12 School,76,31.8,30.6,1645524,1580926,66.4,64.5,280079,955630,6253,625296,0,35.8,0.7,Compliant
NonResidential,47.58513,-122.30645,1969,1,0,25920,25920,0,Distribution Center,11,52.7,53.2,1365051,1377822,134.3,135.7,346726,1183029,1948,194793,0,13.5,0.5,Compliant
NonResidential,47.58528,-122.30595,1953,1,0,25480,25480,0,Refrigerated Warehouse,,32.1,32.1,818626,818626,90,90,239926,818626,0,0,0,2.2,0.1,Compliant
NonResidential,47.58482,-122.30501,1970,2,0,31000,31000,0,Non-Refrigerated Warehouse,,10.2,10,317669,310786,23.3,23.1,65224,222545,882,88241,0,5.3,0.2,Compliant
NonResidential,47.58528,-122.305,1961,1,0,29740,29740,0,Office,66,38.8,38.7,1153237,1150851,108.6,108.4,337295,1150851,0,0,0,3.1,0.1,Compliant
NonResidential,47.58607,-122.30445,1954,1,0,23236,23236,0,Distribution Center,,20.7,19.9,480944,461982,38.3,37.5,64637,220540,2414,241442,0,13.4,0.6,Not Compliant
NonResidential,47.58579,-122.3034,2009,3,0,38075,38075,0,Office,,53.3,52.1,2030455,1983027,144.4,140.9,549691,1875545,1075,107482,0,10.7,0.3,Compliant
Multifamily MR (5-9),47.58421,-122.29978,1969,7,0,139530,111176,28354,Multifamily Housing,70,40.9,39.6,4549576,4399332,108.5,105.1,1183346,4037577,3618,361756,0,30,0.3,Compliant
NonResidential,47.5859,-122.29957,1970,2,0,39170,39170,0,Office,73,57.7,55.8,2047936,1979596,101.7,99.7,244364,833769,11458,1145827,0,63.1,1.6,Compliant
Nonresidential COS,47.58476,-122.29765,1977,1,0,36070,36070,0,Other - Recreation,,20.1,19.6,1336702,1307528,56.2,55,383214,1307528,0,0,0,3.5,0.1,Compliant
Multifamily MR (5-9),47.61911,-122.35377,2002,5,0,34542,25514,9028,Multifamily Housing,,43.3,42.7,1104592,1089004,78,77.4,139133,474723,6143,614281,0,33.9,1.3,Compliant
NonResidential,47.56979,-122.29234,1963,2,0,20047,20047,0,Other - Services,,7.4,7,148546,139822,20.7,19.5,40979,139822,0,0,0,0.4,0,Account Requires Verification
Multifamily LR (1-4),47.57086,-122.29546,1968,3,0,37080,37080,0,Multifamily Housing,69,32.7,31.9,1211792,1181644,91.5,89.2,346320,1181644,0,0,0,3.2,0.1,Compliant
Multifamily LR (1-4),47.56791,-122.29643,2002,3,0,22108,22108,0,Multifamily Housing,45,40.5,39.5,882696,859175,113.5,110.5,251810,859175,0,0,0,2.3,0.1,Compliant
NonResidential,47.57403,-122.3336,1914,1,0,20000,20000,0,Retail Store,,28.6,28.6,572063,572063,80.1,80.1,167662,572063,0,0,0,1.5,0.1,Compliant
Multifamily LR (1-4),47.63734,-122.35724,2008,4,0,84147,52763,31384,Multifamily Housing,73,38.4,38.2,2095738,2087268,92.7,92.5,479686,1636689,4506,450579,0,28.3,0.5,Compliant
NonResidential,47.63776,-122.35606,1962,1,0,25159,25159,0,Supermarket/Grocery Store,35,325.5,321.1,8425478,8310156,659.8,655.1,1378583,4703725,36064,3606430,0,204.1,8.1,Compliant
Multifamily LR (1-4),47.63678,-122.35734,2007,4,0,83175,51203,31972,Mixed Use Property,67,53.8,53.6,2377672,2367250,130.9,130.7,551327,1881127,4861,486124,0,30.8,0.6,Account Requires Verification
Nonresidential COS,47.63629,-122.35922,1948,1,0,27247,27247,0,Other - Recreation,,107.8,102.9,2782568,2655821,171.3,166.2,251275,857350,17985,1798471,0,97.8,3.6,Compliant
Multifamily MR (5-9),47.67141,-122.31219,1928,5,0,58735,58735,0,Multifamily Housing,93,41.3,39.3,2424778,2309564,56.3,54.3,127769,435949,18736,1873615,0,100.7,1.7,Compliant
Multifamily LR (1-4),47.61991,-122.31095,2015,3,0,29848,23293,6555,Multifamily Housing,35,39.4,38,1207893,1163013,110.4,106.3,340860,1163013,0,0,0,3.1,0.1,Compliant
Multifamily LR (1-4),47.6199,-122.31037,1928,3,0,34455,31455,3000,Multifamily Housing,47,76.1,72.5,2392532,2279745,94.8,91,78672,268429,20113,2011316,0,107.5,3.4,Compliant
Multifamily LR (1-4),47.61807,-122.32285,1990,4,0,28038,21723,6315,Multifamily Housing,95,24.8,24.4,696192,683373,69.5,68.2,200285,683373,0,0,0,1.8,0.1,Compliant
Multifamily LR (1-4),47.62121,-122.32292,1924,3,0,24939,24939,0,Multifamily Housing,79,26.6,26.6,664184,664184,74.6,74.6,194661,664184,0,0,0,1.8,0.1,Compliant
NonResidential,47.56489,-122.3409,1955,1,0,26680,26680,0,Distribution Center,60,15.4,15.4,524884,524884,43.2,43.2,153835,524884,0,0,0,1.4,0.1,Not Compliant
NonResidential,47.56447,-122.35335,1953,1,0,31521,31521,0,Non-Refrigerated Warehouse,6,64,63.4,2017921,1999678,108.2,106.6,211164,720491,12792,1279187,0,69.9,2.2,Compliant
NonResidential,47.56982,-122.33479,1951,1,0,24000,24000,0,Non-Refrigerated Warehouse,43,50.9,47.8,1220423,1146797,83.1,79.9,119490,407700,7391,739097,0,40.3,1.7,Compliant
NonResidential,47.56487,-122.34181,1952,1,0,21900,21900,0,Self-Storage Facility,,74.7,68.9,1636269,1509266,83.2,77.1,17537,59836,14494,1449430,0,77.1,3.5,Compliant
NonResidential,47.5678,-122.33622,1998,1,0,35579,35579,0,Distribution Center,56,44.8,42.1,1595627,1496364,69.6,66.7,134314,458278,10381,1038086,0,56.4,1.6,Compliant
Multifamily MR (5-9),47.65941,-122.34255,2012,5,0,114461,76966,37495,Multifamily Housing,93,39.6,39.1,3047074,3008931,77,76.5,457251,1560139,14488,1448792,0,81.1,1.1,Compliant
Multifamily MR (5-9),47.65331,-122.34445,2008,5,0,40505,25885,14620,Multifamily Housing,99,28,28,721330,721330,78.4,78.4,211410,721330,0,0,0,1.9,0.1,Compliant
NonResidential,47.57382,-122.32672,1975,1,0,49950,49950,0,Distribution Center,33,9.4,9.4,471874,471874,26.5,26.5,138298,471874,0,0,0,1.3,0,Compliant
Multifamily LR (1-4),47.64202,-122.28039,1967,4,0,118154,118154,0,Multifamily Housing,45,42.6,41.7,3970386,3883559,112.1,108.7,1013403,3457731,4258,425826,0,31.8,0.3,Compliant
Multifamily LR (1-4),47.6315,-122.31221,1984,3,0,66885,61715,5170,Multifamily Housing,82,31,30.4,1391890,1365774,86.8,85.2,400285,1365773,0,0,0,3.6,0.1,Compliant
SPS-District K-12,47.6315,-122.30761,2001,3,0,62078,62078,0,K-12 School,67,38.6,36.6,2397878,2271908,75.7,72.7,355875,1214247,10577,1057662,0,59.4,1,Compliant
Multifamily MR (5-9),47.6172,-122.3359,2004,5,1,62665,62665,0,Multifamily Housing,100,39.6,37.9,2477748,2370682,59.3,57.5,185361,632452,17382,1738229,0,94,1.5,Compliant
Multifamily LR (1-4),47.61736,-122.31399,1987,4,0,34924,29492,5432,Multifamily Housing,98,20.1,19.7,593497,582044,56.3,55.3,170587,582044,0,0,0,1.6,0.1,Account Requires Verification
Multifamily MR (5-9),47.64364,-122.34645,1975,5,0,62820,62820,0,Multifamily Housing,79,27.5,26.6,1663905,1606318,77,74.3,470785,1606318,0,0,0,4.3,0.1,Compliant
NonResidential,47.63927,-122.4032,1947,2,0,22612,22612,0,Worship Facility,67,37.1,35,839152,790350,51.4,48.8,45695,155910,6344,634440,0,34.1,1.5,Compliant
Multifamily LR (1-4),47.58025,-122.31381,2003,4,0,27076,27076,0,Multifamily Housing,81,26.5,26.1,718529,707152,74.3,73.1,207254,707152,0,0,0,1.9,0.1,Compliant
Multifamily MR (5-9),47.61934,-122.35713,1999,6,0,48150,48150,0,Multifamily Housing,84,32,31.6,1538709,1519768,86,85.2,419776,1432277,875,87491,0,8.5,0.2,Compliant
Multifamily MR (5-9),47.63972,-122.34236,1991,5,0,59227,59227,0,Multifamily Housing,68,40.4,38.4,2390002,2274356,74.5,71.8,311985,1064491,12099,1209865,0,67.1,1.1,Compliant
NonResidential,47.72599,-122.29314,1976,2,0,38787,38787,0,Automobile Dealership,,96.1,92.6,3728319,3590932,200.2,196.5,645114,2201127,13898,1389805,0,79.7,2.1,Compliant
NonResidential,47.72356,-122.29378,1988,2,0,50368,50368,0,Self-Storage Facility,,17.4,16.4,876231,828457,26.9,25.9,73146,249576,5789,578881,0,31.4,0.6,Compliant
NonResidential,47.55302,-122.33605,1938,1,0,30545,30545,0,Non-Refrigerated Warehouse,12,73.9,70.4,2256096,2151290,105.2,101.6,141346,482273,16690,1669016,0,89.9,2.9,Not Compliant
Multifamily LR (1-4),47.61359,-122.31337,1907,3,0,25248,25248,0,Multifamily Housing,86,51.9,49.7,1310577,1255556,68.2,65.9,57764,197090,10585,1058466,0,56.7,2.2,Compliant
Multifamily LR (1-4),47.6148,-122.31314,1910,3,0,28380,28380,0,Multifamily Housing,98,25.3,24,717690,681317,64.1,60.7,168666,575490,1058,105827,0,7.2,0.3,Compliant
Multifamily LR (1-4),47.61577,-122.31315,1907,3,0,24783,24783,0,Multifamily Housing,55,68,64.8,1684955,1604949,84.4,80.9,53362,182072,14229,1422877,0,76.1,3.1,Compliant
Multifamily MR (5-9),47.62942,-122.35771,1926,5,0,40572,37767,2805,Multifamily Housing,,35.5,34.2,1341736,1292044,78,74.6,244428,833989,4581,458055,0,26.6,0.7,Compliant
Multifamily LR (1-4),47.62982,-122.35706,1948,3,0,26044,26044,0,Multifamily Housing,75,42.3,41.3,1101893,1076563,79.9,77.8,149869,511353,5652,565210,0,31.4,1.2,Compliant
Multifamily MR (5-9),47.63019,-122.35625,1970,8,0,36926,36926,0,Multifamily Housing,54,49.2,47.7,1816845,1762705,119.3,115.2,402531,1373435,3893,389270,0,24.3,0.7,Compliant
Multifamily MR (5-9),47.63107,-122.35708,1950,6,0,91703,84138,7565,Multifamily Housing,95,47.8,46,4019152,3872204,71.1,69.2,294615,1005227,28670,2866977,0,154.9,1.8,Compliant
Multifamily LR (1-4),47.63087,-122.3566,1928,3,0,35070,28284,6786,Multifamily Housing,60,68.8,68,2414435,2383551,86,85,80382,274265,21093,2109286,0,112.8,4,Compliant
Multifamily LR (1-4),47.63066,-122.35764,1928,3,0,21376,21376,0,Multifamily Housing,73,59,57.4,1260717,1227260,77.6,76,56285,192045,10352,1035215,0,55.5,2.6,Compliant
Multifamily LR (1-4),47.63106,-122.35764,1928,3,0,28940,26678,2262,Multifamily Housing,,63.8,60.8,1847437,1760481,81,77.8,67705,231011,15295,1529470,0,81.8,3.1,Compliant
NonResidential,47.63111,-122.35814,1922,3,0,32691,32691,0,K-12 School,78,33.3,31.5,1117824,1055612,60.6,58,140302,478712,5769,576900,0,31.9,1,Compliant
Multifamily MR (5-9),47.63161,-122.35967,1977,6,0,40758,40758,0,Multifamily Housing,80,34.9,33.8,1420501,1377661,97.6,94.6,403769,1377661,0,0,0,3.7,0.1,Compliant
NonResidential,47.63159,-122.35839,1963,2,0,24227,24227,0,Worship Facility,48,43.7,40.8,1146549,1070191,55.1,51.8,39053,133249,9369,936942,0,50.1,2.1,Compliant
Multifamily LR (1-4),47.63208,-122.35751,1910,4,0,24540,24540,0,Multifamily Housing,,32.2,31.3,790541,768458,66.2,64,128091,437048,3314,331410,0,18.8,0.8,Compliant
Multifamily LR (1-4),47.63205,-122.35633,1930,3,0,37944,32738,5206,Multifamily Housing,,62.5,59.1,2372316,2243654,82.9,79.4,109871,374878,18688,1868775,0,100.3,3.1,Compliant
Multifamily LR (1-4),47.63217,-122.36532,1917,4,0,28546,28546,0,Multifamily Housing,100,21.3,21,607898,599604,27.1,26.8,22890,78100,5215,521504,0,27.9,1,Account Requires Verification
Multifamily HR (10+),47.61733,-122.35376,1999,13,0,219874,219874,0,Multifamily Housing,28,64.6,63.4,13387845,13131312,118.4,117.6,1771338,6043805,70875,7087508,0,392.6,1.8,Compliant
Multifamily MR (5-9),47.62835,-122.35491,1970,8,0,73736,66096,7640,Multifamily Housing,47,62.3,60.8,3890775,3794359,107.7,106.1,442054,1508290,22861,2286069,0,125.4,1.9,Compliant
Multifamily HR (10+),47.61227,-122.34512,1981,33,0,190610,190610,0,Multifamily Housing,9,90.3,85.8,16538824,15723190,145.5,140,1531408,5225164,104980,10498027,0,571.5,3,Compliant
Multifamily MR (5-9),47.69397,-122.3557,1989,5,0,50028,50028,0,Multifamily Housing,83,34.9,34.2,1415901,1387412,97.8,95.9,406627,1387412,0,0,0,3.7,0.1,Compliant
NonResidential,47.54365,-122.30785,1956,1,0,27000,27000,0,Distribution Center,63,24.4,23.7,659100,640199,51.2,50.5,115707,394791,2454,245408,0,14.1,0.5,Compliant
Multifamily LR (1-4),47.62746,-122.34729,1992,4,0,42093,42093,0,Multifamily Housing,39,35.4,35.4,1131756,1131756,99.2,99.2,331699,1131756,0,0,0,3,0.1,Compliant
Multifamily HR (10+),47.6161,-122.33576,2006,33,0,299755,299755,0,Multifamily Housing,92,23.9,24.4,7108074,7254452,66.9,67.4,2083257,7108073,0,0,0,19,0.1,Account Requires Verification
Multifamily LR (1-4),47.72116,-122.35512,1976,3,0,27296,23271,4025,Multifamily Housing,,,,,,,,0,0,0,0,0,0,0,Not Compliant
Multifamily LR (1-4),47.68173,-122.26408,1985,3,0,30542,30542,0,Multifamily Housing,65,30.3,29.6,925568,904959,84.9,83,265228,904959,0,0,0,2.4,0.1,Compliant
Multifamily LR (1-4),47.72298,-122.34795,1989,4,0,34368,34368,0,Multifamily Housing,,30.3,30,1041153,1032419,84.8,84.1,302585,1032419,0,0,0,2.8,0.1,Compliant
Multifamily LR (1-4),47.62525,-122.36023,1982,4,0,59670,59670,0,Multifamily Housing,83,26.3,25.9,1572277,1543093,73.8,72.4,452255,1543093,0,0,0,4.1,0.1,Compliant
Multifamily HR (10+),47.61028,-122.32524,1950,13,0,108228,108228,0,Multifamily Housing,100,16.7,16.7,1822362,1822362,44.6,44.6,492846,1681589,1408,140773,0,12,0.1,Account Requires Verification
Multifamily MR (5-9),47.62185,-122.32238,1928,5,0,20639,20639,0,Multifamily Housing,,43.3,42.3,895189,873996,86.7,84.2,137595,469475,4045,404521,0,22.7,1.1,Compliant
Multifamily LR (1-4),47.64127,-122.31338,1966,4,0,31682,31682,0,Multifamily Housing,69,28.8,27.9,1004546,972690,80.7,78.2,285079,972690,0,0,0,2.6,0.1,Compliant
Multifamily LR (1-4),47.69094,-122.3502,1997,3,0,31017,31017,0,Multifamily Housing,,35,34.2,1189656,1164365,96.2,94.2,332012,1132824,315,31541,0,4.7,0.2,Compliant
SPS-District K-12,47.64229,-122.32418,1999,3,0,95501,95501,0,K-12 School,71,30.5,29.7,2914029,2840004,67.1,66.3,561386,1915450,9246,924554,0,54.2,0.6,Compliant
NonResidential,47.64243,-122.32618,1957,2,0,21183,21183,0,Office,96,26.8,26.8,374198,374198,75.1,75.1,109671,374197,0,0,0,1,0,Compliant
NonResidential,47.64428,-122.32627,1961,3,0,29392,25558,3834,Office,72,29.4,28.7,863467,843175,72.6,71.2,202342,690389,1528,152786,0,10,0.4,Compliant
Multifamily LR (1-4),47.64533,-122.32637,1996,4,0,54721,36900,17821,NA,,,,,,,,0,0,0,0,0,0,0,Not Compliant
NonResidential,47.6465,-122.3252,1985,5,0,137738,82234,55504,Office,52,56.6,56.6,4651166,4651166,158.4,158.4,1363179,4651167,0,0,0,12.4,0.2,Compliant
Multifamily MR (5-9),47.64711,-122.32515,2008,6,0,165325,106182,59143,Multifamily Housing,100,19,18.7,2017267,1986098,32.6,32.3,225491,769375,12167,1216723,0,66.7,0.6,Account Requires Verification
Multifamily MR (5-9),47.64676,-122.32456,1958,6,0,56144,56144,0,Multifamily Housing,87,26.5,25.8,1486947,1447042,74.2,72.2,424104,1447042,0,0,0,3.9,0.1,Compliant
Multifamily LR (1-4),47.64626,-122.32367,1928,4,0,37885,37885,0,Multifamily Housing,90,37.6,36,1423252,1364061,59.3,57.1,122411,417667,9464,946394,0,51.4,1.4,Compliant
Multifamily LR (1-4),47.64816,-122.32169,1926,3,0,24367,23867,500,Multifamily Housing,58,27.8,26.8,664197,639439,77.9,75,187409,639440,0,0,0,1.7,0.1,Compliant
Multifamily LR (1-4),47.64735,-122.32343,1914,3,0,24330,24330,0,Multifamily Housing,80,34.7,33.6,844095,816322,72.5,69.8,140954,480933,3354,335388,0,19.1,0.8,Compliant
Multifamily LR (1-4),47.65084,-122.32147,1997,3,0,45580,27683,17897,Multifamily Housing,,45.3,45.3,1277421,1277421,126.8,126.8,374391,1277421,0,0,0,3.4,0.1,Compliant
Multifamily MR (5-9),47.65058,-122.32159,2008,6,0,35746,20148,15598,Mixed Use Property,,47.1,47.1,948604,948604,131.8,131.8,278020,948604,0,0,0,2.5,0.1,Compliant
NonResidential,47.65014,-122.34424,1988,3,0,21118,21118,0,Residence Hall/Dormitory,52,65.6,64.1,1385851,1353571,129.5,126.9,210640,718703,6349,634868,0,35.6,1.7,Compliant
NonResidential,47.64868,-122.34254,2013,5,0,206126,126842,79284,Office,97,30.5,30.8,4290854,4331080,85.5,86.3,1269367,4331080,28060,2806000,0,160.6,1.3,Compliant
NonResidential,47.64866,-122.34509,1900,2,0,20500,20500,0,Office,50,62.3,61.4,1276566,1259468,171.6,169.3,359749,1227464,320,32004,0,5,0.2,Compliant
Multifamily HR (10+),47.61208,-122.34287,2004,23,0,248225,246019,2206,Multifamily Housing,12,74.3,73.1,18244048,17944784,139.5,139.1,2568417,8763439,91813,9181344,0,511,2.1,Compliant
Multifamily LR (1-4),47.6958,-122.37208,1978,4,0,35512,35512,0,Multifamily Housing,87,26.7,26.1,948515,928406,74.8,73.2,272100,928406,0,0,0,2.5,0.1,Compliant
NonResidential,47.69875,-122.36725,1966,2,0,65636,34636,31000,Senior Care Community,22,160.1,156,9671750,9426481,262.5,257,942535,3215930,62106,6210551,0,338.4,9.8,Compliant
NonResidential,47.67485,-122.29284,1930,2,0,25521,25521,0,Worship Facility,57,23.3,22.3,595507,569412,48.2,46.7,99584,339782,2296,229631,0,13.1,0.5,Compliant
NonResidential,47.67485,-122.29284,1986,1,0,23190,23190,0,K-12 School,9,87.9,82.3,2038997,1908590,125.2,118.9,126310,430970,14776,1477620,0,79.6,3.4,Compliant
Multifamily LR (1-4),47.56584,-122.38655,2008,4,0,40326,40326,0,Multifamily Housing,66,34.5,34,1390347,1371715,76.8,75.9,271079,924923,4468,446792,0,26.2,0.6,Compliant
Multifamily MR (5-9),47.67121,-122.38786,2012,6,0,31248,31248,0,Multifamily Housing,100,21.9,21.2,742940,718441,54.9,53.3,176057,600707,1177,117733,0,7.9,0.3,Compliant
Multifamily LR (1-4),47.6616,-122.32367,1966,3,0,126153,89867,36286,Mixed Use Property,85,39,38.2,3504638,3435153,93.7,91.5,772875,2637051,7981,798102,0,49.4,0.5,Compliant
NonResidential,47.68602,-122.35674,1960,1,0,20678,20678,0,Office,73,48.7,46.5,1124108,1073301,68.7,66.3,67671,230893,8424,842408,0,45.4,2.2,Compliant
NonResidential,47.68642,-122.35707,1922,3,0,28820,28820,0,K-12 School,22,85.7,80.9,2894833,2732844,134.4,128.2,244802,835264,18976,1897579,0,103,3.6,Compliant
Multifamily LR (1-4),47.65598,-122.34694,2002,4,0,41316,41316,0,Multifamily Housing,90,37.5,36.9,1548830,1523843,71.5,70.8,222187,758103,7657,765740,0,42.7,1,Compliant
Multifamily LR (1-4),47.58318,-122.38461,1985,4,0,21600,21600,0,Multifamily Housing,93,24,23.5,519243,507772,67.3,65.8,148819,507771,0,0,0,1.4,0.1,Compliant
NonResidential,47.51042,-122.26277,1954,2,0,27876,27876,0,Worship Facility,34,47.4,43.7,2123334,1957721,72.4,68,166479,568027,13897,1389694,0,75.3,2.7,Compliant
SPS-District K-12,47.63796,-122.34897,1925,1,0,48789,48789,0,K-12 School,93,22.8,21.6,1114109,1055529,47.6,45.3,184607,629879,4256,425650,0,24.3,0.5,Compliant
Multifamily MR (5-9),47.60571,-122.33759,1902,6,0,93433,89974,3459,Multifamily Housing,100,15.2,14.9,1371013,1338020,42.7,41.6,392151,1338021,0,0,0,3.6,0,Account Requires Verification
SPS-District K-12,47.55818,-122.28712,1925,1,0,33105,33105,0,K-12 School,91,50.6,48.1,1676440,1592746,74.9,72.2,120397,410794,11820,1181952,0,63.9,1.9,Compliant
NonResidential,47.55387,-122.27875,1966,2,0,48882,41649,7233,Senior Care Community,56,159.8,156.5,6700010,6559692,277.1,273.6,767606,2619072,39406,3940620,0,216.3,5.2,Compliant
NonResidential,47.55374,-122.32498,1977,1,0,22320,22320,0,Non-Refrigerated Warehouse,53,21.3,21,474576,467878,59.5,58.7,137127,467878,0,0,0,1.2,0.1,Compliant
NonResidential,47.55297,-122.32472,1976,1,0,47105,47105,0,Non-Refrigerated Warehouse,96,5.7,5.7,256111,256111,14.2,14.2,63062,215169,409,40942,0,2.7,0.1,Account Requires Verification
NonResidential,47.55316,-122.32616,1982,2,0,40029,40029,0,Office,69,38.5,37.8,1539785,1514380,107.7,105.9,443840,1514380,0,0,0,4,0.1,Compliant
NonResidential,47.55196,-122.32518,1970,2,0,28304,28304,0,Office,63,46.9,46.4,1274577,1262820,131.3,130.1,370111,1262819,0,0,0,3.4,0.1,Compliant
NonResidential,47.55168,-122.32459,1970,1,0,26400,26400,0,Other - Recreation,,19.6,19.4,544497,538447,54.9,54.3,157810,538447,0,0,0,1.4,0.1,Compliant
NonResidential,47.55049,-122.32382,1968,1,0,27680,27680,0,Non-Refrigerated Warehouse,28,65.6,62.5,1816462,1730398,100.6,97.3,146922,501298,12291,1229100,0,66.6,2.4,Compliant
NonResidential,47.55145,-122.32635,1969,2,0,25872,25872,0,Office,28,74.3,73.3,1923196,1896744,155.8,154.8,337055,1150032,7467,746712,0,42.7,1.7,Compliant
NonResidential,47.55127,-122.32576,1969,2,0,25872,25872,0,Office,,75.4,73.9,2005367,1964246,135.6,133.9,250832,855840,11084,1108406,0,61.2,2.4,Compliant
NonResidential,47.55127,-122.32576,1969,1,0,20500,20500,0,Non-Refrigerated Warehouse,57,13.6,13.6,282406,282406,38,38,82768,282406,0,0,0,0.8,0,Compliant
NonResidential,47.6557,-122.34682,1958,2,0,21436,21436,0,Office,93,24.6,24.3,526310,520438,68.7,68,152532,520438,0,0,0,1.4,0.1,Compliant
NonResidential,47.65205,-122.3218,1998,1,0,20233,20233,0,Mixed Use Property,,32.3,31.4,653107,635356,63.9,62.9,101519,346384,2890,288972,0,16.3,0.8,Compliant
Multifamily LR (1-4),47.65299,-122.35299,1988,4,0,22448,22448,0,Multifamily Housing,88,24.2,23.7,543621,533027,67.8,66.5,156221,533027,0,0,0,1.4,0.1,Compliant
NonResidential,47.65178,-122.351,2006,4,0,39926,27526,12400,Office,,35.2,34.9,969646,961872,90.8,90.2,246773,841990,1199,119882,0,8.6,0.3,Compliant
Multifamily LR (1-4),47.65303,-122.3469,1994,4,0,62681,45956,16725,Multifamily Housing,86,25.5,25.1,1172467,1151805,68.4,67.4,316493,1079874,719,71931,0,6.7,0.1,Compliant
Multifamily MR (5-9),47.64943,-122.34637,1990,7,0,130983,86358,44625,Multifamily Housing,90,38,37.1,3279216,3205892,93,91.2,755607,2578132,6278,627760,0,40.2,0.5,Compliant
NonResidential,47.64904,-122.34609,1985,3,0,31417,23307,8110,Office,80,50.7,49.3,1332833,1295402,105.3,103.8,229418,782773,5126,512629,0,29.3,1.3,Compliant
Multifamily MR (5-9),47.61094,-122.34075,1909,8,0,55882,55882,0,Multifamily Housing,11,112,108.9,6343784,6168556,176.4,172.4,550418,1878027,42905,4290530,0,232.9,4.2,Compliant
Multifamily MR (5-9),47.6119,-122.34055,1901,6,0,40109,40109,0,Multifamily Housing,,35.4,33.5,1388027,1312302,56.8,54,123490,421348,8910,890954,0,48.4,1.2,Compliant
NonResidential,47.61179,-122.3404,1928,6,0,46580,46580,0,Self-Storage Facility,,17.7,17,823328,792605,49.5,47.6,232299,792605,0,0,0,2.1,0,Compliant
Multifamily HR (10+),47.61117,-122.34044,1907,14,0,148219,148219,0,Multifamily Housing,72,58,56.2,8595586,8332848,116.1,113,1267802,4325740,11759,1175885,2831224,224.5,1.5,Compliant
NonResidential,47.61165,-122.34011,1916,2,0,25920,25920,0,Retail Store,20,15.9,15.9,411259,411259,44.4,44.4,120533,411259,0,0,0,1.1,0,Compliant
Multifamily MR (5-9),47.61246,-122.34239,1999,6,0,139650,99450,40200,Multifamily Housing,77,43.7,42.7,4341949,4246987,88.6,87.6,711966,2429228,18178,1817759,0,103,1,Compliant
